,ad,terkibi,hazirlanmasi,img_url,label,yemek_id
1454,Ətsiz paştet, yumurta q qoz baş soğan - yumşaq kərə yağıduzistiot,"300 q ağ göbələk (göbələksiz də olar)Yumurtaları suda bişirin. Soğanı xırda doğrayıb bitki yağında qızılı rəng alanadək qovurun. Ağ göbələyi yağda qızardın. Yumurta, qoz, göbələk, soğan, duz-istiot və yağı blenderdən keçirin. Soyuducuda 30 dəqiqə saxlayın. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1448226265_dadli.jpg,Quru yemekleri,718208
1455,Kök dolması," dənə kök, q qiymə, şorba qaşığı düyü,Bir  çay qaşıq yarım duz,  istiot,Bir az darçın , dəstə cəfəri, şorba qaşığı zeytun yağı ,Yarım qəhvə fincanı su, şirniyyat qaşığı tomat,Hazırlanamsı:Kökləri soyun.İkiyə bölüb, oyma alətiylə içlərini çıxarın. Yuyub , süzün.Diğər tərəfdə  tomat və zeytun yağı xariç, diğər ərzaqları qarışdırın.Kökün içini bu xərçlə doldurun və qazana düzün.   suda tomatı açın və dolmanın üzərinə gəzdirin.Zeytun yağını da dolmaların üzərinə gəzdirib orta atəşdə  kök tamamən  yumşalana qədər bişirin.İsti halda servis edə bilərsiniz.Nuş olsun!

 Etiketlər: qaşığı, zeytun, tomat, şorba, üzərinə, düzün, dolmanın, stəkanı, tomatı, qazana, xərçlə, ərzaqları, diğər, qarışdırın, Kökün, içini, doldurun, Zeytun, bişirin, qədər
","300 q ağ göbələk (göbələksiz də olar)Yumurtaları suda bişirin. Soğanı xırda doğrayıb bitki yağında qızılı rəng alanadək qovurun. Ağ göbələyi yağda qızardın. Yumurta, qoz, göbələk, soğan, duz-istiot və yağı blenderdən keçirin. Soyuducuda 30 dəqiqə saxlayın. Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1440176184_dadli.jpg,Quru yemekleri,862827
1456,Lobyalı qızılbalıq, q. Qızılbalığı kasa pörtmüş lobyaYaşıl soğan dəstə cəfəriKənd istiotuQırmızı istiotKiçik kahı pomidorYaşıl zeytunQara zeytunLimonZeytun yağı,"Qızılbalığı qazana alırıq. Üzərinə su tökürük. Duz, istiot, limon dilimi və dəfnə yarpağı ilə birlikdə qaynadırıq. Pörtən alabalığı soyuduruq. Yaşıl soğanı, cəfəri, kiçik kahıları incə nazik doğrayırıq. Qırmızı və yaşıl bibərləri seçirik və incə nazik doğrayırıq. Pomidoru doğrayırıq. Hamısını bir qaba qoyuruq.Limon suyunu sıxırıq. Zeytun yağı tökürük və qarışdırırıq. Boşqaba tökürük. Kənarlarına qara və yaşıl zeytunları düzürük. Soyumuş qızılbalığı parça parça edib lobyanın üzərinə qoyuruq və xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446755523_dadli.jpg,Quru yemekleri,292297
1457,Çılvır," orta boy soğan, _ ədət  yaşil bibər, ədət pomidor(və ya tomat),  düyü,Pul bibər, duz,  quru reyhan, ədət yumurta, şirniyyat qaşığı un,Kərə yağ,","Soğanları yeməklik doğrayın.Yaşil bibərləri də yeməklik doğrayın.Pomidorları da yeməklik doğrayın.Pomidor  yoxsa  2 yemək qaşığı tomat da istifadə edə bilərsiniz.Soğanları və bibərləri yağda qızaranadək qovurun.Azca qızarınca pomidor, yaxud tomat ,duz, pul bibər qatın.5 stəkan isti su tökün, düyüləri də əlavə edərək bişirin.Reyhanı əlavə edin.Başqa bir tavada bir az  su qoyub , qaynayınca duzunu atıb  yumurtaları qırın.Yumurtalar ağarınca hazırlamış oldugunuz ərzaqların  üzərinə  qoyun.Bir az kərə yağı və pul bibəri başqa bir tavada qızdıraraq yeməyin üzərində gəzdirərək servis edin.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1440181011_dadli.jpg,Quru yemekleri,221101
1458,Badımcanlı plov,  badımcan  rəndələnmiş pomidor  soğan stəkan düyü stəkan isti su kiçik stəkan zeytun yağıTəzə nanəQuru nanəDuz,"1. Badımcanları zolaqlı soyub kub şəklində doğrayın. Bundan sonra kub şəklində doğradığınız badımcanları 10 dəqiqə duzlu suda gözlədin. Bundan sonra badımcanların suyunu süzün, qurulayın. Suyu süzülüb qurulanan kub şəkilli badımcanları qaynar yağda qızardın. Yağdan çıxardın. Kağız dəsmal üzərinə qoyun ki, artıq yağları süzülüb ayrılsın.2. Bir qazana zeytun yağı qoyun. Soğnları mətbəx robotu vasitəsi ilə çox kiçik ölçüdə doğrayın. Düyünü ayırtlayın və isti suda islağa qoyun.Sonra bu doğradığınız kiçik soğanları zeytun yağında qovurun. Qovrulmuş soğanın üzərinə rəndələnmiş pomidor əlavə edin. Bu arada islanmış olan düyülərin suyunu süzün. Soğanla pomidor birlikdə biraz bişdikdən sonra bunların üzərinə suda isti suda islağa qoyduğumuz düyünü əlavə edin.3. Qovrulmuş düyünün üzərinə əvvəlcədən qızartdığımız badımcanları, isti su və duzu əlavə edib təqribən 15 dəqiqə van odda suyunu çəkənə qədər bişirin.4. Plov bişdikdən sonra üzərinə incə-incə doğranmış yaşıl nanəni, əzilmiş quru nanəni əlavə edin və plovun dəmlənməsini gözləyin.Badımcanlı plovu servis edərkən biraz soyumasını gözləyin. Süfrəyə verərkən ilıq və ya soyuq olarak servis etmək olar.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447086288_dadli.jpg,Quru yemekleri,261468
1459,Koreya üsulu pomidor,  kq pomidor bolqar bibəri diş sarımsaq qırmızı acı istiotgöyərtisous: q sirkə ml bitki yağı q şəkər tozu x.q. duz,"Pomidoru iri doğrayın (ortadan ikiyə, yaxud dördə bölün)Bibər, sarımsaq və qırmızı acı istiotu ət maşınından keçirin, qarışdırın. Göyərtini doğrayın.3-litrlik balona lay-lay düzün: pomidor + tərəvəz qarışığı + göyərti. Sousun ərzağını qarışdırıb üstünə tokün.Balonun ağzını bağlayıb tərsinə çevirərək soyuducuya qoyun. 8 saat sonra çevirib düz qoyun. Salat hazırdır.Nuş olsun! ",http://dadli.az/uploads/posts/2015-06/1433790383_dadli.jpg,Quru yemekleri,143206
1460,"Fıstıqlı, darçınlı toyuq qovurması"," toyuq budu  x.q. yağ baş soğan  armudu st. fıstıq (Antep) ç.q. tomat pastası yerkökü acı istiot  ç.q. soya sousu, ç.q. darçın karricəfəri və ya şüyüd marinad:  yumurtanın ağı ç.q. qara istiot , limonun şirəsi ç.q. nişastaduz zeytun yağı","Əvvəlcə marinadı hazırlayın: yumurta ağı, qara istiot, limon şirəsi, nişasta, zeytun yağı və duzu çalın. Toyuq budlarını içinə salıb arada qarışdıraraq 2 saat saxlayın. Tavada yağı qızdırın, xırda doğranmış soğanla fıstıqları əlavə edib 5 dəqiqə qovurun. Tomat pastasını əlavə edib 2 dəqiqə bişirin. Yerkökünü fal-fal doğrayıb iki bölün, istiotu uzunasına doğrayın, soğanla fıstığa əlavə edin, 5 dəqiqə bişirdikdən sonra marinaddakı toyuq budlarını qoyub bişirin. Lazım gələrsə su əlavə edin. Ət bişənə yaxın darçın, soya sousu və karrini əlavə edin. Ocaqdan götürüb üzərinə xırda doğranmış göyərti səpin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446912985_dadli.jpg,Quru yemekleri,672961
1461,Pomidorla pendir piroqu, q pendir q kərə yağı yumurta q un ağ istiot  pomidor  ml xama ml yağlı qaymaq muskat ceviziətirli göyərti qurusu,"Pendirin yarısını (100 q) sürtgəcdən keçirin. Un, yağ, 1 yumurtanın ağı, bir çimdik duz və sürtgəcdən keçirdiyiniz pendirdən xəmir yoğurun. Qida plyonkasına büküb soyuducuda 1 saat saxlayın. Pomidorları yuyub qurudun, nazik dilimlərə doğrayın. Xama ilə qaymağı çalın, yumurtaları və qalan yumurta sarısını əlavə edin, duz, istiot, ətirli göyərti qurusu və muskat cevizi qatın. Pendirin qalanını da sürtgəcdən keçirib əlavə edin. Sobanı 200 dərəcə qızdırın. Xəmiri yayın. Yağlanmış formaya döşəyib kənarlarını qaldırın. Pomidor dilimlərini düzüb üzərinə xamalı-yumurtalı qarışığı əlavə edin. 35 dəqiqə bişirin. Sonra sobanı söndürüb piroqu içində daha 5 dəqiqə saxlayın. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1448399362_dadli.jpg,Quru yemekleri,509922
1462,Qaymaqlı sousda krevetka - FOTO RESEPT,  təzə və iri krevetkazövqə görə otlar (kəklikotu və ya digər) diş sarımsaq dəstə cəfəri  acılı çili bibəri x/q zeytun yağı  kərə yağı  limon şirəsiduzistiot (ağ və ya qara zövqə görə),"1. İnqredientlər.2. Kərə yağı zeytun yağında əridilir. Qızandan sonra xırda doğranmış acılı bibər əlavə edilərək 30 saniyədən sonra tavadan götürülür. Ardınca otlar (doğranmamış) və xırda doğranmış sarımsaq əlavə edilir. Onların üzərinə krevetkalar düzülür və limon şirəsi səpilir. Təqribən 3 dəqiqə qızardılır, duz və istiot əlavə edilir.3. Çevirilir, üzərinə cəfəri səpilir və 2 dəqiqə qızarandan sonra tavanın altı söndürülür. Krevetkalar hazırdır! Əsas odur ki odda çox qalmasınlar, yoxsa rezin kimi olarlar.4. Süfrəyə verərkən yanında düyü və yarı laym (limon) verilir, üzərinə göyərti səpilir. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443714738_dadli.jpg,Quru yemekleri,620348
1463,Saxsıda köbələkli levrek sarma, levrek pk. Mədəniyyət göbələyi pk. Qayın göbələyi pomidor yaşıl istiotDuzİstiotBiberiyeDuru yağ,Göbələkləri dilim dilim doğrayırıq. Tavaya duru yağ qoyaraq göbələkləri qovururuq. Sonra bibərləri nazik nazik doğrayıb tavaya əlavə edirik. Pomidorları də doğrayaraq tavaya alırıq və qovurmaya davam edirik.Qovrulmuş tərəvəzlərin altını bağlayıb soyumağa qoyuruq.Can əti edilmiş levrek-ləri dəzgaha düzürük. Üzərinə duz və istiot səpirik. Daxili xərci içlərinə bölüşdürürük. Rulon şəklində bükürük. Biberiye-lərin saplaq hissələrini qırırıq. Çeri pomidorlara biberiye sapını batırırıq. Sonra da balığın ortasına batırırıq.Saxsıya balıqları düzürük. Aralarına pomidor sos tökürük. Üzərinə zeytun yağı gəzdiririk. Əvvəldən isidilmiş 240 dərəcəlik sobada bişiririk.Nuş olsun!,http://dadli.az/uploads/posts/2015-11/1446755633_dadli.jpg,Quru yemekleri,771030
1464,Levrek qızartması, levrekDuzİstiotYarım limonQızartmaq üçün:UnYumurtaSuxarıSalatı üçün:RokaKahıQırmızı soğanİçlik üçün:KartofDuzİstiotZeytun yağıBiberiyePulcuq istiot,"Kartofları soyub qalın bir şəkildə dilimləyirik. Soba qabına düzürükYarısını keçməyəcək qədər su töküb öncədən isidilmiş 190 dərəcə sobada bişiririk. Yarı konsistensiya bişirdiyi zaman sobadan çıxarıb üzərinə, duz, istiot, pul bibər və biberiye səpirik.Bir az zeytun yağı töküb bişirməyə davam edirik. Balıqları can əti olaraq təmizləyirik. Qarışdırma qabına alırıq. Limon suyu, duz və istiot əlavə edib qarışdırırıq. Düz bir boşqaba alıb ən az yarım saat saxlayırıq.Saxlandıqdan sonra qızartmaq üçün, əvvəl çalınmış yumurta sonra un və undan sonra suxarıda bulayıb duru yağ qoyduğumuz bir tavada qızardırıq. Boşqaba, doğranmış roka, kahı və qırmızı soğanı qoyuruq. Qızarmış balıq və kartofları qoyub xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447016739_dadli.jpg,Quru yemekleri,270195
1465,Pomidor souslu bulqurlu kroketlər,"Kroketlər üçün: stəkan incə bulqur (Türkcə buna köftelik bulqur deyirlər)yarım stəkan mannı (mannı yoxdursa undan istifadə edin, amma mannı daha məsləhətlidir) stəkan qaynar su (bulqur və mannını islatmaq üçün)Yarım kilo çəkilmiş mal əti stəkan xırda-xırda doğranmış qoz  orta baş soğan – rəndələnmiş  yumurta  tomat məti (tomat pastası) və yaxud şirin qırmızı bibər  məti (və ya ikisinin qarışığı)  duzZövqə görə istiotZövqə görə zirə – toz halına gətirin (zəruri deyil) stəkan duru yağ – qızartmaq üçünPomidor Sousu Üçün;  yetişmiş pomidor (əgər pomidor çox sulu deyilsə, onda sousa bir az tomat məti də əlavə etmək olar) – qabığını soyub əzin (püre edin)  zeytun yağı diş sarımsaq – əzin  quru nanə və ya reyhanZövqə görə düz və istiot stəkan xırda doğranmış qoz","Əvvəlcə kroketləri hazırlayın. Bunun üçün bulqur və mannını bir qaba qoyun. Üstünə qaynar suyu töküb, üstünü qabla örtün. Qoyun kənarda 10-15 dəqiqə qalsın. Bu müddət ərzində bulqur suyun hamısını canına çəkəcək və yumuşalacaq.  Ət, qoz, soğan, yumurta,  bibər və ya tomat məti, duz-istiot və zirəni bulqura əlavə edib yaxşıca yoğurun, təxminən 5 dəqiqə. Alınan kütlənin 10 dəqiqəliyinə soyuducuya qoyun.Sousu hazırlayın. Bunun üçün qozdan başqa bütün ərzaqları balaca qazana qoyub, orta odda təxminən 5 dəqiqə ərzində  bişirin. Kənara çəkib qozu əlavə edin və qarışdırın.İndi isə kroketləri bişirin. Soyuducudakı kütlədən yumurta boyda əlinizə alib, sıxıb yumrulayın, sonra isə lülə şəkli verin. Lülələri yağda qızardın (kotlet qızartdığınız kimi). Od çox yüksək olmasın, yoxsa kroketlərin içi çiy qalar, istündəki bulqurlar isə qızarıb bərkiyər. İstəsəniz, qızarmış kroketləri kağız dəsmalın üstünə qoyub yağını süzdürün. Kroketləri pomidor sousulya süfrəyə verin.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445007550_dadli.jpg,Quru yemekleri,326501
1466,Bildirçin ayaqları - FOTO RESEPT," ml qatıq ç/q duz-  un, ç/q soda  ət qiyməsi  dəstə göy soğan- diş sarımsaq-  yumurta (üz qatı üçün)  suxarı (üz qatı üçün) qutu duzlu çubuq","Reseptin adı «Bildirçin ayaqları» olsa da, bu mecazi mənada işlənib. Sadəcə qiymə və duzlu çubuqlardan hazırlanan bu dadlı, xırt-xırtlı qəlyanaltı bildircin ayaqlarına bənzədilib.1. Xəmir hazırlanır: dərin boşqaba qatıq və 0,5 ç/q duz əlavə edilir, üzərinə qarışdıraraq tədricən un səpilir. Son qaşıq undan əvvəl soda əlavə edilir, ardınca yerdə qalan un səpilərək yaxşı qarışdırılır. Xəmir hazırlanması barədə maraqlı məsləhətlə də tanış ola bilərsiniz.2. Alınmış xəmir boşqaba əlavə edilir və polietilen paketlə bağlanıb 20-30 dəqiqə kənarda saxlanılır.3. Bu arada qiymə hazırlanır. İstənilən ət istifadə edilə bilər, lakin daha yaxşı olar ki toyuq və ya donuz ətindən istifadə edəsiniz.4. Xəmir təxminən 3 mm qalınlığında olan laya yayılır. Stəkan vasitəsi ilə yayılmiş xəmirdən dairələr kəsilir.5. Hər bi dairəvi xəmirin üzərinə bir ədəd duzlu çubuq, çubuğun üzərinə isə bir qədər (təqribən 1 çay qaşığı) qiymə əlavə edilir.6. Xəmirin qıraqları bağlanılır. Lazım olan formada bükülür və bıçaqla qalan hissəsi kəsilir.7. Hazırlanan ""ayaqlar"" hər biri çalınmış yumurtaya salınıb və sonra suxarıya batırılaraq, əvvəlcədən isidilmiş tavada, bitki yağında qızardılır.8. Rəngi qızarana qədər və xırt-xırtlı olana qədər qızardılır.9. Süfrəyə verərkən yanında tomat sousu və ya mayonez istifadə etmək etmək olar. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443714448_dadli.jpg,Quru yemekleri,515869
1467,Pendirli omlet,"   yumurta stəkan süd kibrit qutusu qədər ağ pendir  un  kərə yağı-  cəfəri  duzPulbibər, qara istiot (zövqə görə)","Cəfərini incə doğrayın.İri qabda yumurtanı çalın.Çırpılan yumurtalara əzilmiş ağ pendir və südü əlavə edin.Unu da az-az və qarışdıraraq əlavə edin.Duz və cəfərin, istəyə görə digər ədviyyatları əlavə edin.Tavanı yaxşı isidib yağı əlavə edin.Yağ əriyib qızdıqdan sonra qarışımı tavaya tökün.Az odda o yan bu yanlı tam bişirin.Nuş olsun! ",http://dadli.az/uploads/posts/2015-12/1450974019_dadli.jpg,Quru yemekleri,774280
1468,Küpədə toyuq zapekankası - FOTO RESEPT, x.q. kərə yağı soğan  q kartof yerkökü q göbələk ml konyak x.q. un  st. toyuq bulyonu st. süd toyuq (suda bişmiş) st. dondurulmuş göy noxudcəfərikəklikotuadaçayı ç.q. duz ç.q. istiot lay qat-qat xəmir yumurtanın sarısı,"Sobanı qızdırın. Kərə yağını tavada əridin. Doğranmış soğan, kartof və yerkökünü əlavə edib, arada qarışdıraraq 10-12 dəqiqə bişirin. Un əlavə edin, qarışdırın. 1 dəqiqə sonra süd və bulyonu tökün. Konyak qatıb qarışdırın (bu, xüsusi dad verir, sevməyənlər bu mərhələni ötürə bilərlər). Doğranmış toyuğu, noxudu, xırdalanmış göyərtini əlavə edib duz, istiot vurun. Küpələrə doldurun. Qat-qat xəmirdən ""qapaq"" kəsib küpələrin ağzına çəkin, ortasında deşik açın, kənarlarını bərkidin. Xəmirin üzərinə yumurta sarısı çəkin. 220 dərəcə qızdırılmış sobada 10 dəqiqə bişirin. Sonra üzərinə folqa çəkib daha 20-25 dəqiqə bişirin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447579008_dadli.jpg,Quru yemekleri,480031
1469,Kartoflu levrek, levrek can əti kartof diş sarımsaq dəstə reyhan şorba k. Kərə yağıDuzİstiotToz qırmızı istiotİçlik üçün: buruq salxım pomidor budaq təzə soğanRəngli bibərlərLimonZeytun yağı,"Boşqaba yağlı kağız etdiririk, levrek sümüksüz ətləri dərili hissələri zəminə baxacaq şəkildə düzürük.Üzərinə duz və dəyirman istiot qırırıq. Üstlərinə reyhan yarpaqları qoyuruq. Sarımsaqları incə-incə doğrayıb balıqların üzərinə düzürük .Kartofları soyuruq və rəndənin incə dilim hissəsindən dilimləyirik İncə dilim kartofları balıqların üzərinə ucları üst-üstə gələcək şəkildə diziyoruz.Əvvəldən isidilmiş 180 dərəcəlik sobada bişiririk. Sobadan çıxanda levrek-ləri diqqətli bir şəkildə boşqaba alırıq. Kartofların üstünə toz qırmızı istiot səpirik. Buruq, yaşıl soğan və pomidordan salat düzəldib boşqabın kənarına qoyuruq. Rəngli bibərləri nazik nazik doğrayıb salatın Aston qoyaraq xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447796593_dadli.jpg,Quru yemekleri,386239
1470,Tərəvəzli quzu boynu," dənə quzu boynu,  noxud, dənə kök, dənə iri kartof, dəstə təzə  soğan, dəstə şüyüd,duz,istiot,limon suyu","Quzu boynunu yuyub təmizləyin.Bir qazana qoyub bişirin.Yavaş –yavaş bişən xörəyin üzərinə yığılan köpükləri alıb atın.Boyunlar yaxşıca bişdikdən sonra, qazana bir stəkan noxud tökün.İki  dənə kökü yuyub təmizləyərək doğrayıb xörəyin içinə əlavə edin.Kartofları da eyni şəkildə təmizləyib doğrayın və onu da qazana əlavə edin.Bir dəstə təzə soğanın yaşıl yarpaqlarını da doğrayaraq əlavə edin.Duzu və  bibəriisə  kök və kartoflar bişənə qədər əlavə edin.Ətlər sümüklərdən ayrılmağa başlayanda xörəyi ocaqdan düşürdün.İncə  doğranmış şüyüdlə bəzəyərək içinə limon suyu da əlavə edin.İsti-isti servis edin.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1439801044_dadli.jpg,Quru yemekleri,712153
1471,Kağızda alabalıq,", kq alabalıq can əti soğan kartof çimdik biberiye limonDuzİstiotZeytun yağıİçlik üçün: q istridiyə göbələyi diş sarımsaq dəstə reyhanZeytun yağıDuzİstiot","Soğanları və kartofları kub doğrayırıq. Yağlı kağızdan orta hesabla boşqab böyüklüyündə kvadrat parçalar kəsirik. Yağlı kağızların ortasına gətirən və kartofları bölüşdürürük. Alabalıq can ətimizi 8 pay çıxacaq şəkildə kəsirik. Yağlı kağızlardakı soğan və kartofların üzərinə alabalıqları qoyuruq. Duz və istiotu atırıq. Zeytun yağını tökürük. Limonları dilim kesirik. Hər balıq parçasının üstünə bir dənə biberiye budağı bir dilim də limon qoyuruq. Yağlı kağızın iki ucundan qaldırıb ortaya doğru qatlayırıq və səliqə bağlayırıq. Soba xonçasına kağızda balıqları duzuruk. Əvvəldən isidilmiş 180 dərəcəlik sobada bişiririk.Göbələkləri iri doğrayırıq. Tavaya zeytun yağı tökürük və göbələkləri qoyuruq, xirdaliyiriq. Reyhanı və sarımsağı doğrayırıq. Göbələyin üzərinə əlavə edirik və qarışdıraraq bişiririk. Duzunu və qara bibəri qoyuruq. Göbələk bişəndə bir boşqaba, ya da qaba qoyuruq. Bu qabı da xidmət qabının ortasına qoyuruq. Kənarlarına kağızda alabalıqları düzərək xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445807263_dadli.jpg,Quru yemekleri,305833
1472,Şişdə toyuq ciyəri," q toyuq ciyəri, şorba qaşığı kərə yağı, q quzu böyrəyi(ikiyə bölünmüş), soğan, bibər,","Toyuq ciyəri, quzu böyrəyi, soğan və yaşıl bibərlərin şiş çubuqlarına düzüb manqalda bişirilməyə hazırlanan bu yeməyi , bişirilmiş kartof və qarışıq salarla birgə servis edə bilərsiniz.Orta boy bir tavada iki şorba qaşığı kərə yağı əridib toyuq ciyərini onun içinə əlavə edib 2-3 dəqiqə güclü atəşdə qovurun. Sonra kəfkir vasitəsi ilə çıxardıb artıq yağını süzün.Soyumağa qoyun.Manqalı rahatlayın.Şiş çubuqlarına toyuq ciyərlərini , quzu böyrəklərini , soğanları, yaşıl bibərlər dilimlərini qarışıq düzüb əridilmiş kərə yağının yarısı ilə üzərlərini yağlayın.Şişləri manqala yerləşdirib hər yanlarını qızardın.Bişmiş kababları  manqaldan alıb  isti halda servis edin.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1440180968_dadli.jpg,Quru yemekleri,300834
1473,Plakiya - FOTO RESEPT," qabaq pomidor soğan- bolqar bibəri diş sarımsaqgöyərti - cəfəri, şüyüd - zövqə görə yumurta x.q. sirkə x.q. un ml zeytun yağı","Sininin içinə folqa döşəyin. Üstünə dilimlənmiş qabağı düzün.Soğan, bibər, sarımsaq və göyərtini xırda doğrayın, qarışdırıb qabağın üstünə bərabər yayın.Bunun üstünə bir lay da qabaq döşəyin. Üstünə bir lay halqa doğranmış pomidor düzün.Yumurtanı un və sirkə ilə eynicinsli kütlə alınanadək çalın.Sinini 180 dərəcə qızdırılmış sobaya qoyun, 40 dəqiqə bişirin.Çıxarıb üstünə çalınmış yumurta qarışığını tökün və eyni temperaturda daha 10 dəqiqə bişirin.Nuş olsun!",http://dadli.az/uploads/posts/2014-10/1412444207_dadli.jpg,Quru yemekleri,547428
1474,Lomo saltado - Tullanan ət - FOTO RESEPT,". kq mal əti - kartof  qırmızı soğan pomidor- acı istiot diş sarımsaq ç.q. zirə ç.q. passata, yaxud digər tomat pastası ç.q. soya sousu / st. pivəduzistiot dəstə cəfəribitki yağı ","Əti saman kimi doğrayın, duz-istiot vurun. Yağı tavada möhkəm qızdırın. Az-az əlavə etməklə əti qovurun (təxminən hər porsiyanı 1,5 dəqiqə). Bir qaba yığın. Eyni zamanda kartofu da ayrı tavada fri qızardın. Soğanı yarımhalqa, pomidoru fal-fal doğrayın. Əti qovurduğunuz tavadakı yağa töküb ikisini də qovurun. Şirəsini buraxanda soya sousu əlavə edin. Pomidorla soğan bişdiyi müddətdə acı sousu hazırlayın: acı istiotu, təmizlənmiş sarımsağı və saplaqları artlanmış cəfərini xırda doğrayın, zirəylə qarışdırın. Bu qarışığı pomidorla soğana əlavə edin. Passatanı (yaxud tomat pastasını) əlavə edib qarışdırın. 1/4 st. pivə əlavə edin. Bir qədər bişəndən sonra qovurduğunuz ətlə fri kartofu əlavə edin. Səliqəylə qarışdırıb ocaqda daha 1-2 dəqiqə saxlayın. Xörəyi boşqaba çəkin, üzərinə doğranmış cəfəri səpin, süfrəyə təzə, yaxud konservləşdirilmiş acı istiotla verin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1448355659_dadli.jpg,Quru yemekleri,451860
1475,Heyvalı və zəfəranlı toyuq,"  orta boy heyva (təxminən  ) qaşıq duru yağ  zəfəran teli.  kiçik parçalara bölünmüş sümüksüz toyuq əti (mən sümüksüz bud əti alıram, döş əti ilə də ola bilər)   doğranmış orda boy baş soğan. stəkan suda həll olunmuş   tomat  quru qavalızövqə görə duzzövqə görə istiot","1. Zəfəran tellərini həvəngdəstə vasitəsiylə döyün və toz halına gətirin. Bir-iki xörək qaşığı isti suda həll edin.2. Heyvanın qabığını soymadan dilimləyin. Dilimlər orta qalınlıqda olmalıdır.3.Tavada yağı qızdırın və heyvaları əlavə edib arada qarışdıraraq təxminən 5 dəqiqə ərzində qızardın. Sonra zəfəran dəmini əlavə edib 5 dəqiqə də bişirin. Arada qarışdırın ki, heyva zəfəranı çəksin. Kənara qoyun.3. İri tavada qalan yağı qızdırın və toyuğu əlavə edərək təxminən 5 dəqiqə ərzində bişirin.4. Sonra bu tavaya soğanı əlavə edin və birlikdə 6-7 dəqiqə bişirin. Toyuq sulanmağa başlayanda, suda həll olunmuş tomatı əlavə edin. 10-15 dəqiqə, tavanın suyu çəkilib bir qədər qatılaşana qədər bişirin.  Bu mərhələdə toyuq hardasa bişmiş, amma tamamilə bişmiş olmamalıdır.5. Toyuğa heyvaları və quru gavalını əlavə edin. Zövqə görə duz və istiot vurun.  Vam odda, qapağı örtülü, toyuq və heyva yumuşalana qədər (heyva diri qalmalıdır) bişirin.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445008476_dadli.jpg,Quru yemekleri,705634
1476,Balıq qovurması, kq qızılbalıq soğan diş sarımsaq kasa göbələk pomidor yaşıl istiot qırmızı istiot çimdik biberiyeDuzİstiotZeytun yağı,"Qızılbalıq soğanı, sarımsaqları və göbələkləri iri küp şəklində doğrayırıq. Bir tavaya zeytun yağı töküb alabalığı atırıq və qızardırıq. Rəngi dəyişdikdə biberiye yarpaqlarını atırıq. Duzunu və qara bibəri qoyuruq. Ayrı bir tavaya duru yağ tökürük. Soğanı sarımsağı qovururuq. Göbələyi əlavə edirik. Bibərləri təmizləyib iri küp şəklində doğrayırıq.Pomidorları də soyuruq və küp doğrayırıq. Bibərləri də tavaya əlavə edirik. Bir az da qovurduqdan sonra pomidoru qoyuruq. Duzunu və qara bibəri qoyuruq. İki tavada ayrı-ayrı qovurduqdan sonra, sobada isidən kirami-də bütün materialları tökürük. Əvvəldən isidilmiş 180 dərəcəlik sobada bişiririk.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446669984_dadli.jpg,Quru yemekleri,235825
1477,Pendirli kartof püresi, orta ölçülü kartof (nişastalı kartof məsləhət görülür) ama yaxın kərə yağıYarım  stəkan süd stəkan sürtkəcdən keçirilmiş Kaşar pendiri (Provolone və ya Mozarella da olar)Duzİstiot,"Kartofları yuyub orta ölçülü qazana yerləşdirin. Üstü örtülənədək su ilə doldurun, qaynadıb bişirin (kartoflar yumuşalana qədər, təqribən 30 dəqiqə). Suyunu süzüb isti-isti qabığını soyun. Eyni qazanda kartofları kartof əzənlə püre halına gətirin, kartof hələ istiykən yağı da elavə edin, əriyənə qədər qarışdırın. Bir az süd əlavə edib bir az da qarışdırın. Yağ və südün miqdarını zövqə görə dəyişə, artıra da bilərsiniz.Daha sonra qazana pendiri əlavə edib qazın üstündə orda odda pendir əriyənə qədər tez-tez qarışdırmaq şərti ilə bir neçə dəqiqə qızdırın. Zövqə görə duz və istiotunu əlavə edin və dərhal süfrəyə verin.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1444758656_dadli.jpg,Quru yemekleri,680009
